<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;30;20190123;183000;211.0000000;211.2000000;210.1500000;210.1900000;4580740
SBER;30;20190123;190000;210.1900000;210.6300000;210.1100000;210.4000000;3255900
SBER;30;20190124;103000;210.4000000;210.4000000;208.8000000;208.8100000;8663940
SBER;30;20190124;110000;208.8100000;210.2000000;208.5500000;209.7400000;5879620
SBER;30;20190124;113000;209.7400000;211.4400000;209.5000000;211.0700000;8153140
SBER;30;20190124;120000;211.0500000;211.4000000;210.6700000;211.0200000;2766390
SBER;30;20190124;123000;211.0200000;212.3200000;210.6500000;211.8000000;6599100
SBER;30;20190124;130000;211.8300000;213.1000000;211.6300000;213.0200000;7049270
SBER;30;20190124;133000;213.0400000;213.4300000;211.9100000;212.0900000;4752920
SBER;30;20190124;140000;212.1000000;212.8500000;212.0200000;212.2300000;2573190
SBER;30;20190124;143000;212.1600000;212.3300000;211.5700000;212.0100000;3585030
SBER;30;20190124;150000;212.0200000;212.5500000;211.6000000;212.5000000;2346540
SBER;30;20190124;153000;212.5000000;212.5500000;211.9400000;212.1400000;1452110
SBER;30;20190124;160000;212.1100000;212.5900000;211.8300000;212.2400000;2030820
SBER;30;20190124;163000;212.2300000;213.1200000;212.1500000;212.5000000;2990870
SBER;30;20190124;170000;212.5200000;212.6800000;211.1800000;211.5600000;5290380
SBER;30;20190124;173000;211.6000000;212.3500000;211.5200000;211.9100000;2782700
SBER;30;20190124;180000;211.9000000;212.1700000;211.4000000;211.9400000;4121730
SBER;30;20190124;183000;211.9300000;212.3900000;211.5600000;212.0200000;3807780
SBER;30;20190124;190000;212.0400000;212.3000000;211.8700000;212.2000000;3467360
SBER;30;20190125;103000;212.7700000;214.1400000;212.7700000;213.7300000;7474890
SBER;30;20190125;110000;213.7300000;213.9500000;213.2000000;213.7500000;2617280
SBER;30;20190125;113000;213.7200000;213.9700000;213.1000000;213.7200000;3350980
SBER;30;20190125;120000;213.7200000;213.8300000;213.1900000;213.4600000;1714610
SBER;30;20190125;123000;213.4800000;213.6000000;212.4000000;212.9600000;5093690
SBER;30;20190125;130000;212.9400000;213.4900000;212.6000000;212.6700000;3989030
SBER;30;20190125;133000;212.7400000;213.2000000;212.4400000;213.0900000;2211780
SBER;30;20190125;140000;213.0700000;213.4500000;212.8800000;213.1800000;2309300
SBER;30;20190125;143000;213.1800000;213.3900000;213.0300000;213.3200000;949310
SBER;30;20190125;150000;213.3200000;213.4000000;212.8800000;212.9800000;1657230
SBER;30;20190125;153000;212.9800000;213.1000000;212.5500000;212.9600000;2031310
SBER;30;20190125;160000;212.9700000;213.1500000;212.5100000;213.0100000;1836800
SBER;30;20190125;163000;213.0500000;213.8800000;213.0000000;213.5200000;4239980
SBER;30;20190125;170000;213.5200000;213.8300000;213.1100000;213.1100000;2195510
SBER;30;20190125;173000;213.1100000;213.5000000;212.0900000;212.4500000;4497730
SBER;30;20190125;180000;212.4100000;212.9500000;212.3000000;212.8500000;2476320
SBER;30;20190125;183000;212.8300000;212.8800000;211.4800000;211.5200000;4570720
SBER;30;20190125;190000;211.5200000;212.0000000;211.0100000;212.0000000;5283550
SBER;30;20190128;103000;212.0000000;213.0900000;211.2300000;212.5000000;5189160
SBER;30;20190128;110000;212.5000000;213.1000000;212.4600000;213.1000000;2443100
SBER;30;20190128;113000;213.0900000;213.3000000;211.8500000;212.0000000;3252120
SBER;30;20190128;120000;211.9600000;212.3500000;211.5500000;211.9400000;2698760
SBER;30;20190128;123000;211.9600000;212.1400000;211.2500000;211.6200000;1741980
SBER;30;20190128;130000;211.6500000;211.8200000;210.7500000;211.4500000;3285730
SBER;30;20190128;133000;211.4000000;211.9300000;211.2600000;211.7000000;1444660
SBER;30;20190128;140000;211.7000000;211.8900000;211.4400000;211.7900000;1482400
SBER;30;20190128;143000;211.7400000;212.4200000;211.7100000;212.4200000;2287590
SBER;30;20190128;150000;212.3900000;212.4300000;211.9100000;211.9100000;1184700
SBER;30;20190128;153000;211.9100000;212.4600000;211.8100000;212.4000000;1204530
SBER;30;20190128;160000;212.4200000;212.4200000;211.9000000;211.9500000;998080
SBER;30;20190128;163000;211.9200000;212.3000000;211.4300000;211.4600000;1794020
SBER;30;20190128;170000;211.4600000;211.8300000;211.0600000;211.3900000;1821120
SBER;30;20190128;173000;211.3900000;211.5900000;210.5500000;210.7000000;4082550
SBER;30;20190128;180000;210.7400000;210.7700000;208.2300000;208.5400000;10126450
SBER;30;20190128;183000;208.5500000;209.6200000;207.6300000;209.2400000;7968360
SBER;30;20190128;190000;209.2600000;209.7000000;209.0300000;209.7000000;3379620
SBER;30;20190129;103000;209.7100000;209.7100000;208.3600000;208.3600000;4380380
SBER;30;20190129;110000;208.3600000;208.5000000;207.5000000;207.7200000;4823840
SBER;30;20190129;113000;207.7500000;208.2400000;207.1700000;207.4000000;2723880
SBER;30;20190129;120000;207.4100000;208.8900000;206.9100000;208.8400000;4877040
SBER;30;20190129;123000;208.8400000;209.6500000;208.6400000;209.0900000;4279450
