BaseMean,BaseStd,MixParams,elmc__n_out,elmc__C,elmc__activation
0.51,0.18681541692269404,-0.6000000000000001,550,8,sigmoid
0.51,0.18681541692269404,-0.49999999999999994,550,8,sigmoid
0.51,0.18681541692269404,-0.39999999999999997,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,-0.39999999999999997,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,-0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,-0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,-0.39999999999999997,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,-0.3,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,-0.49999999999999994,550,8,sigmoid
0.51,0.18681541692269404,-0.6000000000000001,550,8,sigmoid
0.51,0.18681541692269404,-0.39999999999999997,550,8,sigmoid
0.51,0.18681541692269404,-0.6000000000000001,550,8,sigmoid
0.51,0.18681541692269404,-0.49999999999999994,550,8,sigmoid
0.51,0.18681541692269404,-0.19999999999999996,550,8,sigmoid
0.51,0.18681541692269404,-0.19999999999999996,550,8,sigmoid
0.51,0.18681541692269404,-0.19999999999999996,550,8,sigmoid
0.51,0.18681541692269404,-0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,-0.19999999999999996,550,8,sigmoid
0.51,0.18681541692269404,-0.19999999999999996,550,8,sigmoid
0.51,0.18681541692269404,-0.19999999999999996,550,8,sigmoid
0.51,0.18681541692269404,-0.5,550,8,sigmoid
0.51,0.18681541692269404,-0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,-0.19999999999999996,550,8,sigmoid
0.51,0.18681541692269404,-0.19999999999999996,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,-0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,-0.19999999999999996,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,0.10000000000000003,550,8,sigmoid
0.51,0.18681541692269404,-0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,-0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,-0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,-0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,-0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,-0.09999999999999998,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
0.51,0.18681541692269404,0.0,550,8,sigmoid
