DateTime,ReturnsPercents,Close,P1,P2,M1,M2,V1,V2,ELBO,Converged,WinSize
2019-01-03T11:00:00.0,0.11869437595288801,101.16,0.42475381254033184,0.5752461874596682,0.04383486136124797,-0.007447356333935851,0.15212155902792113,0.01945928935982542,-17.41795131593952,1,300
2019-01-03T11:30:00.0,-0.11869437595288801,101.04,0.42475380606836227,0.5752461939316378,0.04383486226015368,-0.007447356420710256,0.15212156046096967,0.019459289755748614,-17.41795131628838,1,300
2019-01-03T12:00:00.0,0.03958044777583325,101.08,0.42475380606835894,0.575246193931641,0.043834862260154026,-0.007447356420710266,0.15212156046097036,0.019459289755748805,-17.41795131628841,1,300
2019-01-03T12:30:00.0,0.29635505242096016,101.38,0.42475380606835883,0.5752461939316412,0.043834862260154095,-0.007447356420710276,0.15212156046097042,0.019459289755748826,-17.41795131628841,1,300
2019-01-03T13:00:00.0,-0.15794672582716274,101.22,0.42475380606835883,0.5752461939316411,0.04383486226015408,-0.007447356420710277,0.1521215604609704,0.019459289755748815,-17.417951316288423,1,300
2019-01-03T13:30:00.0,-0.01976089325665953,101.2,0.4247538060683587,0.5752461939316412,0.04383486226015406,-0.0074473564207102605,0.15212156046097042,0.019459289755748812,-17.417951316288423,1,300
2019-01-03T14:00:00.0,0.15797791595186794,101.36,0.4247538060683587,0.5752461939316412,0.04383486226015404,-0.007447356420710261,0.15212156046097042,0.019459289755748812,-17.417951316288423,1,300
2019-01-03T14:30:00.0,-0.23706056143364407,101.12,0.4247538060683587,0.5752461939316412,0.043834862260154046,-0.007447356420710262,0.15212156046097042,0.019459289755748812,-17.417951316288423,1,300
2019-01-03T15:00:00.0,-0.03956478785536177,101.08,0.4247538060683588,0.5752461939316412,0.043834862260154046,-0.007447356420710265,0.15212156046097042,0.019459289755748812,-17.417951316288395,1,300
2019-01-03T15:30:00.0,0.0,101.08,0.4247538060683588,0.5752461939316412,0.043834862260154046,-0.007447356420710265,0.15212156046097042,0.019459289755748812,-17.41795131628841,1,300
2019-01-03T16:00:00.0,-0.019788265623166268,101.06,0.4247538060683587,0.5752461939316413,0.04383486226015405,-0.007447356420710264,0.15212156046097045,0.019459289755748815,-17.417951316288395,1,300
2019-01-03T16:30:00.0,-0.09900010708596696,100.96,0.4247538060683587,0.5752461939316413,0.04383486226015405,-0.007447356420710262,0.15212156046097045,0.019459289755748815,-17.41795131628838,1,300
2019-01-03T17:00:00.0,0.05941182470037276,101.02,0.4247538060683587,0.5752461939316413,0.04383486226015407,-0.007447356420710267,0.15212156046097047,0.01945928975574882,-17.417951316288395,1,300
2019-01-03T17:30:00.0,-0.05941182470037276,100.96,0.42475380606835866,0.5752461939316413,0.04383486226015406,-0.007447356420710264,0.15212156046097045,0.01945928975574882,-17.41795131628841,1,300
2019-01-03T18:00:00.0,0.13857272335231485,101.1,0.4247538060683585,0.5752461939316414,0.04383486226015407,-0.00744735642071026,0.15212156046097047,0.01945928975574883,-17.417951316288423,1,300
2019-01-03T18:30:00.0,0.03955696254109853,101.14,0.4247538060683519,0.575246193931648,0.04383486226015502,-0.007447356420710375,0.15212156046097203,0.01945928975574925,-17.417951316288466,1,300
2019-01-03T19:00:00.0,0.3553102830005095,101.5,0.4247538060683519,0.575246193931648,0.04383486226015503,-0.007447356420710375,0.15212156046097203,0.01945928975574925,-17.417951316288466,1,300
2019-01-04T10:30:00.0,-0.4344398618079559,101.06,0.4247538060683519,0.575246193931648,0.043834862260155025,-0.007447356420710377,0.15212156046097203,0.01945928975574925,-17.41795131628848,1,300
2019-01-04T11:00:00.0,-0.05938830225025171,101.0,0.4247538060683519,0.5752461939316481,0.04383486226015503,-0.007447356420710375,0.15212156046097203,0.01945928975574925,-17.417951316288395,1,300
2019-01-04T11:30:00.0,0.2175848944672154,101.22,0.4247538060683519,0.575246193931648,0.04383486226015502,-0.007447356420710375,0.15212156046097203,0.01945928975574925,-17.417951316288452,1,300
2019-01-04T12:00:00.0,0.01975698909912893,101.24,0.4247538060683519,0.5752461939316481,0.04383486226015503,-0.007447356420710377,0.15212156046097203,0.01945928975574925,-17.417951316288423,1,300
2019-01-04T12:30:00.0,0.0,101.24,0.42475380606835184,0.5752461939316481,0.04383486226015503,-0.0074473564207103785,0.15212156046097203,0.019459289755749256,-17.417951316288452,1,300
2019-01-04T13:00:00.0,-0.03951788235578846,101.2,0.4247538060683516,0.5752461939316483,0.04383486226015505,-0.007447356420710376,0.15212156046097208,0.019459289755749256,-17.417951316288423,1,300
2019-01-04T13:30:00.0,-0.1186474333371379,101.08,0.4247538060683516,0.5752461939316484,0.04383486226015506,-0.007447356420710378,0.15212156046097208,0.01945928975574926,-17.41795131628838,1,300
2019-01-04T14:00:00.0,-0.019788265623166268,101.06,0.42475380606835156,0.5752461939316484,0.043834862260155094,-0.007447356420710374,0.1521215604609721,0.01945928975574927,-17.41795131628841,1,300
2019-01-04T14:30:00.0,0.019788265623166268,101.08,0.42475380606835134,0.5752461939316487,0.0438348622601551,-0.007447356420710373,0.15212156046097217,0.01945928975574927,-17.417951316288395,1,300
2019-01-04T15:00:00.0,0.0,101.08,0.42475380606835145,0.5752461939316487,0.04383486226015511,-0.007447356420710384,0.15212156046097217,0.019459289755749284,-17.417951316288395,1,300
2019-01-04T15:30:00.0,-0.059376548008760466,101.02,0.4247538060683512,0.5752461939316487,0.04383486226015516,-0.007447356420710391,0.15212156046097225,0.019459289755749308,-17.417951316288452,1,300
2019-01-04T16:00:00.0,0.07916089865194209,101.1,0.42475380606835117,0.5752461939316488,0.04383486226015517,-0.007447356420710389,0.1521215604609723,0.019459289755749308,-17.417951316288438,1,300
2019-01-04T16:30:00.0,-0.059364798419014875,101.04,0.4247538060683512,0.5752461939316488,0.04383486226015516,-0.007447356420710389,0.15212156046097225,0.019459289755749308,-17.417951316288423,1,300
2019-01-04T17:00:00.0,0.01979218215266698,101.06,0.4247538060683512,0.5752461939316488,0.043834862260155164,-0.007447356420710386,0.15212156046097228,0.019459289755749305,-17.41795131628838,1,300
2019-01-04T17:30:00.0,0.0,101.06,0.4247538060683513,0.5752461939316488,0.04383486226015515,-0.007447356420710392,0.1521215604609723,0.01945928975574931,-17.417951316288395,1,300
2019-01-04T18:00:00.0,0.03957261626634789,101.1,0.4247538060683512,0.5752461939316487,0.04383486226015515,-0.00744735642071039,0.1521215604609723,0.019459289755749305,-17.417951316288438,1,300
2019-01-04T18:30:00.0,-0.019784350643181625,101.08,0.42475380606835117,0.5752461939316487,0.04383486226015516,-0.007447356420710393,0.15212156046097233,0.019459289755749308,-17.41795131628848,1,300
2019-01-04T19:00:00.0,0.019784350643181625,101.1,0.42475380606835117,0.5752461939316488,0.04383486226015516,-0.007447356420710387,0.15212156046097233,0.019459289755749305,-17.417951316288395,1,300
2019-01-08T10:30:00.0,-0.2178434369761284,100.88,0.42475380606835117,0.5752461939316488,0.04383486226015514,-0.007447356420710388,0.15212156046097228,0.019459289755749315,-17.417951316288395,1,300
2019-01-08T11:00:00.0,0.27717301451000154,101.16,0.4247538060683513,0.5752461939316488,0.043834862260155136,-0.007447356420710378,0.15212156046097222,0.01945928975574931,-17.41795131628838,1,300
