DateTime,ReturnsPercents,Close,P1,P2,M1,M2,V1,V2,ELBO,Converged,WinSize
2019-01-03T11:00:00.0,-0.02338634248264526,427.55,0.9209350576561292,0.07906494234387092,-0.0021089823541285877,-0.14747654049658063,0.03421727638454421,0.5996638397259143,12.04292991808287,1,300
2019-01-03T11:30:00.0,-0.05848979519846864,427.3,0.9209350576561292,0.07906494234387092,-0.0021089823541285925,-0.14747654049658068,0.03421727638454422,0.5996638397259143,12.042929918082862,1,300
2019-01-03T12:00:00.0,-0.31643741611295795,425.95,0.9209350576561292,0.07906494234387092,-0.0021089823541285925,-0.14747654049658063,0.034217276384544214,0.5996638397259143,12.042929918082883,1,300
2019-01-03T12:30:00.0,0.3632319887964641,427.5,0.9209350576561292,0.0790649423438709,-0.0021089823541285925,-0.14747654049658065,0.034217276384544214,0.5996638397259144,12.042929918082883,1,300
2019-01-03T13:00:00.0,0.09352350459570502,427.9,0.9209350576561292,0.07906494234387093,-0.0021089823541285946,-0.1474765404965807,0.03421727638454422,0.5996638397259144,12.042929918082855,1,300
2019-01-03T13:30:00.0,-0.05844193959809729,427.65,0.9209350576561292,0.0790649423438709,-0.0021089823541285938,-0.1474765404965807,0.034217276384544214,0.5996638397259144,12.042929918082883,1,300
2019-01-03T14:00:00.0,0.07012623008284535,427.95,0.9209350576561292,0.07906494234387089,-0.0021089823541285877,-0.1474765404965807,0.034217276384544214,0.5996638397259144,12.042929918082876,1,300
2019-01-03T14:30:00.0,0.1984243428973187,428.8,0.9209350576561292,0.07906494234387093,-0.0021089823541285955,-0.14747654049658065,0.03421727638454423,0.5996638397259143,12.042929918082883,1,300
2019-01-03T15:00:00.0,-0.16337966056916287,428.1,0.9209350576561292,0.07906494234387092,-0.002108982354128597,-0.1474765404965806,0.034217276384544235,0.5996638397259143,12.042929918082919,1,300
2019-01-03T15:30:00.0,0.14005604530309412,428.7,0.9209350576561292,0.07906494234387092,-0.0021089823541285977,-0.14747654049658065,0.034217276384544235,0.5996638397259144,12.042929918082926,1,300
2019-01-03T16:00:00.0,0.0,428.7,0.9209350576561292,0.07906494234387092,-0.0021089823541285977,-0.14747654049658065,0.034217276384544235,0.5996638397259144,12.042929918082919,1,300
2019-01-03T16:30:00.0,0.08160886491985764,429.05,0.9209350576561292,0.07906494234387092,-0.002108982354128597,-0.14747654049658063,0.034217276384544235,0.5996638397259143,12.042929918082919,1,300
2019-01-03T17:00:00.0,0.05825129773846527,429.3,0.9209350576561292,0.07906494234387092,-0.0021089823541285985,-0.14747654049658063,0.034217276384544235,0.5996638397259143,12.042929918082912,1,300
2019-01-03T17:30:00.0,-0.22153568204617002,428.35,0.9209350576561292,0.0790649423438709,-0.0021089823541285933,-0.14747654049658065,0.03421727638454423,0.5996638397259143,12.04292991808287,1,300
2019-01-03T18:00:00.0,-0.36250989824546664,426.8,0.9209350576561292,0.0790649423438709,-0.002108982354128594,-0.14747654049658065,0.03421727638454423,0.5996638397259143,12.042929918082876,1,300
