BaseMean,BaseStd,MixParams,svc__C,svc__kernel
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.39999999999999997,2,sigmoid
0.485,0.15256146302392357,0.39999999999999997,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.39999999999999997,2,sigmoid
0.485,0.15256146302392357,0.39999999999999997,2,sigmoid
0.485,0.15256146302392357,0.39999999999999997,2,sigmoid
0.485,0.15256146302392357,0.39999999999999997,2,sigmoid
0.485,0.15256146302392357,0.39999999999999997,2,sigmoid
0.485,0.15256146302392357,0.39999999999999997,2,sigmoid
0.485,0.15256146302392357,0.39999999999999997,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.39999999999999997,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,-0.29999999999999993,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,-0.29999999999999993,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,-0.29999999999999993,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.10000000000000003,2,sigmoid
0.485,0.15256146302392357,0.10000000000000003,2,sigmoid
0.485,0.15256146302392357,-0.29999999999999993,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,-0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,-0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.09999999999999998,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,-0.19999999999999996,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
0.485,0.15256146302392357,0.0,2,sigmoid
