BaseMean,BaseStd,MixParams,svc__C,svc__kernel
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
0.55,0.13228756555322954,0.0,0.03125,sigmoid
